consecutive_losses,balance_ratio,avg_bet_size,churn
9,1.98,91.31,0
9,1.81,61.61,0
4,0.28,2.8,1
6,1.99,31.46,0
8,1.78,49.31,0
0,1.08,57.84,0
1,1.13,93.64,0
3,0.11,60.99,1
3,0.61,63.62,0
7,0.27,79.27,1
5,0.26,66.32,1
3,0.13,78.62,1
9,0.53,58.9,1
0,0.91,48.23,0
7,1.93,47.52,0
8,0.33,56.38,1
10,1.04,60.55,0
1,0.23,50.12,0
8,1.97,51.52,0
9,1.07,70.44,0
7,0.51,24.82,1
7,1.72,12.46,0
6,0.11,36.98,1
1,0.74,99.73,0
4,1.68,38.35,0
10,0.37,92.68,1
1,1.01,32.84,0
8,1.94,69.58,0
6,0.45,75.63,0
6,0.98,54.82,0
0,0.73,68.69,0
7,1.82,7.52,0
7,1.62,48.52,0
7,0.51,64.97,1
2,1.74,47.47,0
9,0.97,49.09,1
3,0.48,70.37,1
1,0.92,10.96,0
3,1.26,66.96,0
8,1.55,72.26,0
8,0.25,77.45,1
10,0.38,48.39,1
4,1.23,72.73,0
0,0.98,64.76,0
10,1.3,58.37,0
5,0.22,7.47,1
4,1.73,55.38,0
1,0.51,39.07,1
4,1.29,18.65,0
8,1.35,7.0,0
7,1.02,63.38,0
1,0.14,73.75,1
1,1.64,13.37,0
4,1.33,23.81,0
3,1.45,14.71,0
4,1.25,81.98,0
3,0.13,60.85,1
8,1.59,99.05,0
10,0.51,96.36,1
7,0.21,18.63,1
9,1.18,99.86,1
9,0.97,63.31,1
10,1.36,36.2,0
4,1.97,29.36,0
9,0.28,28.07,1
5,0.68,86.66,1
2,0.27,68.83,1
2,1.17,20.84,0
9,0.24,28.63,1
7,0.1,77.62,1
8,0.86,50.99,0
7,0.45,57.78,1
3,1.61,59.29,0
4,0.33,6.42,1
3,1.59,30.5,0
6,0.68,14.85,0
4,1.34,82.43,0
5,1.72,35.35,0
4,0.13,45.53,1
3,1.63,54.19,0
10,1.74,28.83,0
1,0.93,19.69,0
8,1.42,61.59,0
7,0.33,31.33,1
6,1.48,10.05,0
1,0.93,92.16,0
2,0.88,81.9,0
6,0.36,12.24,1
4,1.71,61.68,0
7,1.01,50.94,0
4,1.44,64.07,0
1,0.12,43.58,1
0,1.93,49.01,0
2,0.21,70.89,0
0,1.96,20.28,0
0,0.17,76.33,1
2,0.92,9.28,0
8,1.8,5.49,0
7,1.34,64.33,0
4,1.76,77.54,0
7,0.24,91.18,1
7,1.25,71.81,0
6,1.49,61.91,0
1,0.86,80.98,0
9,1.29,74.51,0
2,1.26,15.5,0
8,1.91,52.45,0
5,1.57,24.38,0
0,0.78,47.34,0
3,1.85,76.01,0
5,1.92,31.41,0
4,1.25,73.72,0
6,1.2,97.82,0
4,1.58,23.32,0
1,0.62,99.36,1
9,1.21,93.84,0
9,1.58,52.1,0
0,1.56,3.7,0
8,1.05,63.74,1
4,1.26,89.63,0
8,1.39,73.59,0
7,1.66,51.44,0
2,1.12,94.99,0
6,0.26,40.19,1
9,1.16,30.75,0
4,0.97,21.48,0
2,1.7,75.06,0
3,1.77,79.29,0
5,0.9,9.7,1
3,0.88,37.17,0
4,0.14,35.39,1
9,1.44,92.97,0
3,1.39,6.3,0
1,1.94,8.05,0
10,1.4,38.15,0
9,1.64,92.96,0
9,1.7,35.1,0
6,1.12,20.09,0
5,0.72,4.07,0
6,0.35,41.63,1
0,0.3,24.32,1
10,0.26,79.57,1
7,0.28,22.56,1
2,0.98,98.08,0
1,0.47,21.71,0
10,0.64,77.52,1
8,1.23,50.65,0
8,1.3,21.1,0
5,1.36,8.34,0
4,1.77,19.27,0
6,0.73,75.67,1
10,0.72,58.31,1
3,0.36,93.56,1
1,1.57,23.26,0
9,0.25,20.83,1
4,1.73,82.84,0
7,0.34,45.28,1
10,0.19,51.53,1
1,1.99,67.24,0
3,0.92,32.53,0
10,1.9,77.56,0
6,0.96,63.14,0
2,1.24,64.1,0
0,0.66,68.01,0
2,1.87,20.55,0
8,0.29,17.65,1
0,0.4,40.39,0
3,1.1,91.65,0
9,1.32,51.12,0
10,0.65,57.86,1
7,0.95,12.23,1
8,0.24,5.99,1
10,0.45,97.2,1
10,1.55,39.53,0
3,1.02,64.99,0
3,0.78,9.69,0
3,1.17,6.08,0
2,0.39,11.48,1
0,1.84,22.15,0
8,1.08,1.29,0
7,0.26,40.08,1
3,0.39,51.33,1
10,1.89,69.75,0
6,1.32,53.01,0
6,1.14,3.37,0
7,1.67,87.61,0
10,1.29,43.05,0
3,0.38,71.26,1
0,0.31,96.33,0
3,1.85,87.39,0
0,0.22,18.36,0
5,0.62,1.97,1
10,1.3,78.93,1
0,1.12,62.78,0
4,1.88,39.21,0
9,0.98,60.34,0
4,1.04,98.31,0
6,0.65,94.76,0
5,0.66,11.05,0
5,2.0,35.0,0
4,1.43,30.5,0
1,0.9,98.31,0
4,1.44,78.95,0
9,1.83,84.8,0
7,0.87,22.24,1
4,1.56,48.1,0
1,0.3,69.16,1
4,0.74,36.67,0
4,1.24,55.51,0
6,1.43,46.22,0
8,1.45,37.63,0
5,0.15,58.96,1
3,1.02,67.86,0
0,0.88,77.21,0
2,0.43,67.89,0
2,1.61,11.57,0
5,1.48,64.79,0
6,0.66,5.44,1
9,0.89,87.45,1
3,1.87,48.62,0
4,1.01,93.03,0
9,1.33,79.3,0
0,0.12,2.21,1
6,0.31,46.33,1
0,1.84,3.87,0
9,1.1,53.0,0
1,1.48,70.41,0
9,0.76,37.88,1
6,1.95,64.25,0
2,1.1,96.27,0
3,0.52,82.87,1
6,1.98,7.01,0
4,0.26,82.97,1
10,0.26,35.26,1
2,1.28,7.6,0
8,0.43,34.92,1
10,0.13,6.53,1
9,1.82,10.24,0
6,1.56,4.89,0
5,1.92,16.34,0
5,1.17,36.36,0
3,0.14,51.05,1
9,1.28,3.4,0
10,1.86,54.69,0
5,0.11,79.85,1
7,0.5,16.32,1
6,0.74,85.18,1
1,0.2,45.74,1
6,0.58,72.25,1
1,1.03,35.31,0
1,1.87,10.76,0
9,0.57,25.35,1
0,0.22,47.77,1
9,0.45,43.99,1
5,1.41,87.72,0
5,0.41,45.39,0
10,1.11,10.09,0
2,0.77,79.46,0
1,0.29,26.71,0
9,1.45,12.09,0
2,1.87,51.22,0
0,0.83,17.49,0
9,0.28,49.58,1
10,0.92,4.46,0
3,0.99,61.48,0
0,1.43,73.99,0
0,1.03,81.55,0
9,1.42,19.42,0
2,1.08,18.03,0
10,1.88,28.16,0
10,1.63,91.38,0
2,0.51,60.51,0
7,1.82,50.55,0
5,1.15,35.92,0
5,1.21,47.33,0
4,0.69,15.48,0
7,1.06,74.87,0
6,1.95,95.34,0
8,0.3,22.08,1
2,1.3,83.99,0
1,1.3,46.21,0
9,0.95,64.42,1
1,1.06,98.67,0
9,0.13,81.7,1
7,0.74,83.33,0
6,1.16,64.4,0
7,1.3,57.15,0
5,0.42,93.42,1
0,1.0,51.85,0
7,1.95,54.09,0
2,0.2,82.65,1
3,1.41,93.95,0
3,0.53,15.13,1
9,1.47,95.24,0
9,0.63,93.5,1
10,1.96,76.95,0
6,1.36,86.25,0
7,0.94,79.62,0
10,1.15,53.87,1
6,0.72,14.03,0
9,1.8,28.63,0
2,1.74,66.6,0
4,0.74,86.02,0
0,0.94,48.14,0
3,0.4,36.28,1
3,1.74,98.76,0
1,1.1,79.71,0
8,1.53,18.65,0
4,1.84,73.72,0
4,1.57,96.3,0
2,1.79,56.34,0
8,1.33,65.67,0
6,0.79,58.58,0
1,0.71,90.7,1
4,1.96,4.64,0
4,1.15,64.09,0
10,1.36,12.2,0
0,0.46,82.54,0
7,1.99,41.88,0
10,1.07,26.94,1
8,0.25,68.13,1
7,0.24,52.87,1
1,0.66,79.78,0
10,0.3,34.75,1
1,1.6,84.69,0
6,0.77,35.39,1
2,1.66,65.06,0
2,0.35,74.79,1
3,0.69,45.92,0
1,0.64,52.64,1
7,0.63,64.54,1
5,1.42,57.17,0
6,0.38,84.33,1
6,1.44,43.44,0
0,0.88,63.5,0
2,0.88,72.38,0
10,0.23,62.96,1
3,1.65,59.05,0
10,1.31,90.27,0
9,0.21,69.99,1
6,0.27,19.46,1
8,1.97,91.15,0
7,0.4,37.71,1
1,1.06,62.25,0
3,1.02,13.13,0
0,1.58,67.58,0
1,1.02,11.6,0
6,1.26,51.43,0
4,1.92,23.8,0
10,0.1,61.41,1
3,0.28,3.71,0
7,0.37,34.27,1
6,0.23,5.24,1
9,0.6,50.37,1
3,0.78,26.22,0
3,0.97,2.53,0
1,0.14,54.29,1
7,1.07,93.11,0
0,0.83,5.67,0
4,1.03,83.17,0
6,1.34,1.74,0
3,0.77,53.69,0
5,0.71,17.21,1
1,1.01,65.36,0
9,0.34,8.18,1
3,1.94,95.53,0
3,0.59,62.56,0
5,1.11,71.76,0
9,1.94,95.6,0
5,0.41,49.68,1
7,1.96,31.26,0
2,0.78,55.48,0
9,0.28,45.7,1
9,0.73,51.27,1
7,0.38,23.28,1
6,0.33,90.76,1
8,1.4,67.86,0
0,1.22,37.38,0
0,0.13,79.87,0
10,0.81,14.65,1
7,1.42,81.23,0
0,0.14,17.94,1
1,1.58,92.58,0
5,1.49,14.22,0
10,0.7,72.59,1
9,1.31,31.08,1
9,1.19,39.66,1
3,1.18,50.02,0
10,0.58,22.59,1
10,0.77,16.4,1
6,0.13,41.67,1
8,1.21,48.58,1
6,0.48,18.1,1
10,1.17,73.34,0
8,0.35,33.73,1
7,1.71,95.27,0
9,1.82,4.18,0
9,1.69,7.82,0
7,0.41,68.54,1
4,0.2,25.54,1
6,0.55,98.1,1
4,0.85,39.36,1
3,0.73,64.47,0
5,2.0,37.93,0
5,1.12,71.62,0
5,1.99,99.44,0
6,1.26,31.07,0
5,1.64,55.64,0
5,1.57,31.55,0
3,0.76,25.6,1
4,1.87,28.51,0
3,1.84,97.59,0
1,0.79,21.36,0
0,0.94,85.31,0
10,1.28,75.39,0
7,1.84,88.16,0
8,1.04,75.48,0
6,1.12,42.69,0
5,1.01,72.72,0
8,0.77,14.61,1
7,0.85,21.22,0
8,1.81,39.29,0
4,0.8,21.72,0
1,1.5,39.54,0
10,1.02,56.83,0
4,1.85,37.89,0
6,0.85,68.56,1
0,1.0,98.97,0
8,0.29,33.58,1
9,0.78,55.03,1
0,0.81,13.29,0
8,0.73,17.49,1
5,0.19,69.01,1
6,0.61,34.85,1
7,0.32,89.41,1
1,1.07,3.06,0
10,0.39,85.37,1
6,1.61,47.87,0
7,1.27,73.12,0
8,1.77,10.13,0
8,0.17,6.88,1
2,0.41,53.19,0
4,1.2,43.35,0
10,0.88,36.0,1
9,1.69,38.68,0
10,1.78,53.8,0
3,0.64,6.24,0
5,0.42,13.28,1
1,0.62,26.46,1
3,1.35,53.3,0
9,0.6,10.34,1
7,1.48,19.39,0
6,1.47,2.19,0
8,0.86,6.25,0
2,1.49,45.04,0
3,1.9,19.11,0
5,1.16,39.36,0
7,1.44,47.61,0
0,0.44,48.09,0
10,1.74,39.29,0
1,0.73,13.14,0
2,1.68,41.27,0
7,0.73,14.26,1
2,0.88,5.87,0
1,0.37,5.07,1
10,0.67,80.99,1
2,0.91,95.05,0
5,0.52,66.6,1
7,0.71,32.15,1
5,0.26,27.73,1
10,1.4,45.43,0
1,0.15,5.15,0
4,1.36,88.55,0
7,0.25,66.42,1
9,1.55,61.97,0
8,0.95,9.64,1
5,0.19,13.76,1
4,0.18,47.56,1
3,1.66,48.69,0
1,1.29,28.15,0
9,0.25,33.36,1
3,1.0,15.24,0
2,1.1,60.82,0
7,1.92,38.57,0
4,0.15,87.92,1
4,0.51,67.83,1
2,0.84,57.38,0
1,0.1,22.96,0
5,1.07,66.2,0
2,0.81,3.82,0
6,1.28,29.26,0
8,0.43,8.61,1
8,0.66,12.82,1
7,0.5,9.92,1
2,0.64,12.85,0
10,1.15,33.93,1
7,0.29,22.68,1
1,1.49,75.15,0
7,1.59,74.26,0
8,0.97,75.78,1
9,1.61,70.68,0
4,1.46,17.0,0
4,1.75,77.21,0
2,1.11,30.53,0
1,1.79,34.43,0
5,1.17,21.5,0
8,1.12,60.63,0
9,0.83,67.49,1
4,0.2,53.21,1
2,1.15,36.78,0
6,1.82,74.45,0
9,1.4,98.69,0
5,1.32,42.77,0
0,0.5,46.76,0
7,0.51,42.46,1
5,0.79,74.53,1
10,0.14,15.96,1
6,1.43,61.13,0
2,1.3,35.39,0
6,0.18,20.85,1
10,1.72,65.78,0
0,0.19,89.29,1
5,1.72,96.74,0
6,1.43,8.22,0
4,0.65,15.41,0
9,1.96,57.97,0
4,0.68,6.32,0
10,1.4,47.61,0
1,1.85,59.43,0
5,0.75,80.97,0
2,1.33,55.59,0
6,0.65,13.8,1
4,0.8,39.82,0
7,1.45,5.48,0
5,0.16,77.33,1
5,0.54,8.9,1
1,1.48,9.05,0
8,1.16,67.82,0
5,0.47,35.18,0
9,0.86,65.77,0
0,1.29,76.5,0
8,0.27,28.12,1
8,0.15,89.49,1
4,0.89,66.71,0
4,1.3,89.83,0
3,0.29,78.47,1
0,0.95,90.66,0
2,0.82,57.17,0
2,0.16,40.13,1
1,1.15,87.26,0
6,0.11,78.61,1
5,1.52,51.98,0
0,0.82,71.97,0
9,0.2,45.78,1
7,1.82,42.35,0
4,1.26,75.15,0
1,1.96,65.04,0
0,0.52,5.34,0
3,1.78,31.77,0
3,0.85,34.55,0
7,1.05,59.87,1
7,1.35,68.53,0
4,1.8,95.24,0
5,1.17,80.68,0
2,0.71,87.63,1
0,1.65,24.65,0
1,0.17,88.47,1
0,1.9,40.22,0
6,1.89,73.92,0
4,1.96,86.92,0
10,1.18,23.98,0
5,1.76,18.75,0
0,0.25,6.5,1
0,1.02,15.63,0
5,1.39,92.51,0
5,0.72,22.01,1
1,0.91,67.68,0
8,0.25,56.05,1
0,0.76,82.31,0
4,1.52,78.9,0
6,0.18,31.96,1
4,0.27,34.39,1
2,1.7,1.34,0
8,0.1,21.03,1
9,0.57,35.66,1
10,1.87,51.14,0
10,0.27,23.9,1
9,0.2,61.97,1
4,0.41,7.82,1
1,0.32,52.13,1
8,1.12,6.64,0
2,1.31,86.95,0
1,0.5,56.89,0
8,0.85,24.23,0
3,0.33,4.24,1
9,0.74,91.61,1
1,0.51,65.09,0
4,1.6,76.2,0
3,1.94,84.62,0
5,1.53,33.7,0
3,2.0,7.67,0
3,1.88,94.77,0
6,1.14,59.49,1
6,1.02,89.73,0
7,0.99,23.89,1
10,1.82,39.95,0
2,1.35,11.71,0
3,1.98,14.03,0
7,0.25,72.47,1
5,1.89,48.84,0
6,1.29,88.14,0
5,1.23,49.93,0
5,1.22,42.29,0
7,0.89,3.55,1
7,0.66,55.08,1
6,0.37,72.04,1
2,0.98,82.39,0
10,0.92,64.33,1
1,1.83,96.42,0
4,0.58,88.55,0
3,0.59,85.95,1
3,0.26,40.44,0
4,1.59,23.59,0
6,0.18,50.15,1
6,0.15,19.68,1
4,0.8,10.29,1
1,1.93,49.83,0
1,0.3,51.32,1
1,0.36,92.85,1
1,0.81,88.41,0
1,0.19,75.12,1
8,0.77,90.32,0
6,1.5,36.55,0
4,1.69,74.73,0
3,1.09,31.06,0
2,1.06,90.01,0
3,1.07,80.89,0
6,1.64,9.57,0
4,1.61,12.14,0
7,0.36,86.13,1
9,0.19,39.16,1
0,1.14,98.64,0
5,1.87,50.65,0
6,1.61,92.87,0
1,1.37,83.51,0
2,1.43,60.0,0
10,0.13,52.12,1
0,0.64,8.64,0
8,1.0,77.97,0
10,1.91,18.92,0
6,1.35,29.33,0
8,0.19,42.55,1
5,0.18,69.68,1
4,2.0,52.71,0
4,0.18,1.53,1
5,0.63,87.6,0
9,0.8,38.4,1
9,0.64,96.94,1
4,1.04,17.4,0
6,1.27,32.53,0
8,0.9,84.61,1
2,1.87,38.97,0
5,0.44,71.59,1
6,1.93,98.27,0
9,1.91,97.33,0
3,0.6,43.72,0
6,1.6,28.66,0
10,0.28,59.21,1
9,0.5,91.05,1
5,0.24,52.86,1
4,1.21,66.71,0
2,0.68,72.84,0
10,0.34,75.26,1
4,0.36,95.65,1
4,1.87,11.79,0
0,1.03,68.95,0
1,1.14,96.36,0
6,0.42,45.67,1
3,1.01,88.46,0
10,1.2,68.76,1
5,1.38,62.2,0
10,1.12,87.74,1
6,1.84,40.36,0
0,1.42,90.53,0
1,1.96,28.87,0
3,1.44,40.37,0
10,0.66,63.53,1
1,0.48,81.99,1
4,1.59,13.25,0
8,0.22,53.07,1
8,1.15,79.67,0
0,1.16,67.03,0
5,1.8,1.75,0
4,1.17,37.59,0
3,1.19,57.7,0
10,1.19,55.83,0
6,0.42,22.22,1
1,0.45,97.43,1
8,0.64,94.02,1
5,1.72,65.43,0
10,0.7,42.38,1
6,0.61,35.16,0
9,1.96,4.69,0
8,1.44,27.07,0
2,1.14,16.33,0
2,1.66,60.2,0
5,1.56,94.82,0
3,0.24,12.31,1
4,0.56,32.64,1
9,0.88,33.38,1
5,1.34,5.3,0
9,1.75,99.46,0
3,1.13,34.37,0
2,1.11,72.2,0
1,0.59,52.31,0
9,1.31,42.09,0
6,1.74,19.86,0
2,0.18,54.99,1
4,1.5,9.48,0
4,1.24,74.55,0
4,1.2,73.81,0
4,0.65,52.1,0
8,0.93,88.75,1
3,0.89,95.08,0
5,1.23,89.47,0
8,1.49,52.62,0
4,0.75,9.96,1
9,1.52,5.37,0
5,1.66,34.33,0
5,1.88,74.56,0
9,1.53,48.08,0
10,1.18,97.59,0
6,0.13,22.48,1
6,1.19,97.9,0
8,0.45,72.39,1
5,1.66,94.69,0
7,0.86,98.5,0
2,0.85,59.55,0
8,0.61,57.8,1
2,0.44,67.11,1
10,0.37,30.68,1
10,0.77,19.01,1
6,1.9,34.9,0
5,0.38,18.57,1
6,0.99,44.01,0
3,0.93,77.65,0
8,0.32,59.09,1
5,1.0,88.82,0
10,1.98,70.94,0
6,0.28,10.97,1
7,1.07,57.82,0
10,1.16,41.57,1
7,0.42,89.61,1
5,1.98,90.04,0
5,1.65,87.07,0
0,0.11,61.72,1
3,1.64,56.67,0
6,1.02,84.5,1
4,1.06,51.92,0
9,1.62,6.71,0
4,1.34,35.67,0
7,0.72,59.86,1
5,1.29,44.56,0
9,0.69,59.96,1
6,1.59,59.52,0
0,1.89,74.02,0
2,1.91,38.0,0
6,1.51,81.32,0
6,1.37,96.26,0
3,1.73,19.22,0
4,1.88,19.8,0
9,0.58,46.1,1
6,1.58,80.24,0
0,0.37,57.72,0
2,0.3,1.36,0
9,0.97,50.64,0
2,0.26,7.48,1
6,1.97,93.67,0
10,1.08,88.84,0
4,0.64,91.55,1
2,1.02,82.83,0
7,0.29,4.4,1
9,0.65,96.26,1
8,1.1,46.47,0
1,0.3,44.31,1
5,1.87,30.46,0
0,0.8,38.71,0
4,0.52,44.66,0
5,1.2,86.38,0
0,0.6,25.41,0
5,1.5,21.25,0
4,0.28,91.5,1
2,1.02,66.7,0
5,0.76,65.71,0
5,1.7,25.91,0
9,1.86,81.31,0
9,1.53,11.47,0
3,0.31,91.79,1
9,0.15,55.92,1
2,1.16,59.94,0
0,1.06,47.21,0
2,0.26,68.14,0
7,1.41,49.66,0
5,0.45,88.55,1
6,1.49,35.66,0
10,1.76,1.52,0
1,0.11,93.67,1
9,1.45,46.42,0
4,0.88,38.97,1
10,1.19,76.39,1
3,1.66,65.95,0
4,1.62,74.48,0
10,0.57,84.91,1
3,1.28,19.45,0
2,1.77,51.75,0
6,1.92,86.41,0
3,1.58,74.88,0
4,0.91,60.61,0
4,1.9,29.75,0
6,1.08,44.37,0
4,1.52,67.85,0
9,1.52,78.01,0
7,0.99,93.8,0
8,0.12,17.64,1
0,1.75,30.38,0
2,1.81,14.27,0
6,1.61,21.8,0
0,0.63,17.98,1
2,1.53,19.28,0
9,0.52,32.7,1
9,0.24,89.51,1
8,0.65,34.03,1
7,0.36,62.65,1
3,1.43,86.08,0
10,1.05,19.46,1
6,1.74,2.85,0
5,1.51,40.52,0
7,1.46,92.9,0
4,0.38,94.6,0
4,1.16,97.34,0
10,0.76,6.28,1
6,1.4,21.05,0
4,0.75,15.94,1
2,0.43,96.04,1
1,0.49,51.13,0
1,1.71,45.06,0
2,1.56,11.25,0
0,1.1,20.22,0
5,0.68,26.79,1
6,1.66,54.66,0
2,0.65,25.25,0
5,1.73,93.23,0
7,1.68,8.73,0
6,0.92,74.32,0
9,1.61,84.82,0
8,0.33,50.12,1
6,0.43,72.28,1
9,1.62,63.45,0
6,1.57,33.5,0
5,0.25,23.99,1
8,1.4,29.1,0
9,1.16,6.49,1
3,1.52,70.68,0
9,0.64,61.16,1
2,1.96,34.87,0
4,0.7,58.6,1
3,1.04,59.06,0
5,0.51,74.36,1
3,1.2,66.8,0
3,1.09,61.78,0
3,1.26,73.83,0
8,1.04,66.57,1
1,1.44,97.67,0
4,0.97,46.21,0
7,0.63,37.97,0
10,1.94,90.51,0
2,1.9,75.23,0
3,1.33,61.0,0
2,1.38,8.4,0
1,1.42,19.53,0
0,1.62,57.83,0
8,0.52,69.74,1
1,0.65,7.16,0
0,1.24,6.72,0
8,1.8,16.61,0
1,1.3,7.33,0
7,0.4,33.93,1
2,1.96,77.59,0
3,1.11,80.52,0
5,0.21,99.75,1
0,0.43,42.91,1
3,0.67,30.19,1
7,0.49,75.86,1
9,0.1,12.76,1
5,1.13,92.54,0
1,0.4,84.33,1
1,0.73,96.01,0
2,1.56,4.5,0
6,1.62,82.49,0
2,0.71,7.73,0
0,0.15,62.72,1
4,1.29,83.66,0
6,1.07,52.7,0
1,1.61,93.3,0
9,1.51,70.26,0
10,0.18,23.54,1
0,1.33,36.33,0
9,0.96,42.1,0
3,1.23,84.13,0
2,0.49,4.49,0
7,1.93,26.78,0
3,1.55,96.32,0
1,0.22,18.76,1
5,1.33,90.75,0
7,0.32,14.1,1
4,0.1,64.79,1
6,0.41,72.56,1
2,0.58,9.12,0
1,0.67,86.38,0
7,1.68,76.68,0
1,1.13,63.77,0
3,1.91,45.88,0
9,1.92,77.25,0
8,1.59,96.45,0
5,0.64,35.45,1
3,0.66,98.15,1
10,1.29,27.28,1
1,0.26,94.99,0
6,1.67,86.21,0
0,0.34,76.65,1
0,1.0,46.08,0
3,0.95,54.27,0
1,1.18,81.67,0
2,0.83,17.96,0
1,1.55,42.18,0
0,0.55,96.48,0
7,1.49,24.56,0
8,1.8,56.39,0
7,1.49,48.17,0
0,0.1,3.44,1
4,1.99,99.75,0
6,1.61,34.15,0
0,1.7,11.33,0
10,0.82,60.02,1
2,0.66,26.33,0
9,0.61,34.24,1
7,1.66,35.04,0
4,0.6,8.14,0
8,1.33,47.69,0
8,1.28,65.78,0
10,1.11,80.58,1
9,1.37,17.94,0
5,0.53,88.77,0
3,1.18,80.54,0
3,0.55,91.1,1
0,1.27,43.81,0
1,0.24,95.45,1
2,1.23,37.09,0
5,1.04,54.36,0
9,0.2,21.42,1
6,1.45,32.8,0
0,0.91,90.34,0
2,1.8,24.43,0
7,0.18,15.24,1
5,0.43,71.71,1
4,0.94,68.34,0
0,1.93,29.8,0
0,1.09,39.58,0
6,1.41,89.21,0
6,1.02,4.89,0
5,1.22,57.88,0
8,0.69,96.42,1
9,1.98,89.59,0
7,0.34,88.27,1
0,0.65,82.74,0
5,1.04,79.27,0
6,0.33,35.08,1
4,1.24,13.64,0
4,0.5,9.08,1
1,1.74,56.04,0
5,1.79,79.7,0
4,1.15,36.16,0
2,0.15,18.59,1
4,1.31,91.15,0
2,1.33,6.8,0
0,0.9,73.45,0
7,1.0,95.47,0
0,1.5,33.7,0
9,0.56,52.18,1
6,1.12,17.69,0
3,0.88,73.85,0
8,1.15,24.87,0
10,1.58,79.55,0
3,1.5,82.7,0
2,0.57,67.04,1
4,0.72,93.49,1
6,0.51,89.88,0
1,1.22,27.64,0
5,1.11,57.55,0
2,1.91,96.42,0
10,1.41,75.59,0
3,0.8,86.17,1
1,1.13,49.69,0
9,1.66,81.26,0
0,1.93,75.0,0
5,0.57,4.63,1
3,1.4,66.88,0
1,1.03,74.61,0
9,0.86,95.19,1
4,1.84,88.74,0
8,0.33,12.49,1
5,0.19,33.87,1
6,0.65,38.94,0
10,0.42,96.31,1
7,1.02,44.47,1
5,0.18,68.94,1
4,1.75,26.69,0
10,1.38,31.0,0
6,1.6,1.27,0
5,1.44,90.44,0
7,1.25,19.15,0
8,1.59,28.17,0
5,0.29,43.13,1
9,1.04,78.98,1
9,0.17,97.56,1
6,1.44,52.6,0
0,0.98,95.33,0
2,0.68,54.36,0
6,1.65,68.2,0
10,0.8,5.59,1
6,1.83,95.22,0
6,1.38,55.52,0
7,0.82,97.17,1
9,0.35,53.65,1
3,1.64,94.1,0
3,1.84,90.79,0
4,0.45,87.34,0
0,0.13,77.79,1
0,1.57,66.95,0
2,1.18,34.64,0
6,1.18,41.88,0
6,1.66,84.04,0
9,1.83,45.39,0
4,0.34,30.72,1
1,1.12,19.13,0
3,1.57,2.06,0
4,0.19,74.14,1
4,1.79,52.23,0
7,1.95,47.95,0
6,1.07,17.67,1
6,1.83,74.6,0
6,0.37,71.27,1
5,0.4,88.5,1
4,1.72,32.02,0
10,0.95,42.84,1
10,0.83,5.93,1
1,0.22,29.69,0
10,0.33,29.98,1
10,1.64,97.6,0
4,1.37,25.49,0
9,1.16,66.85,1
2,1.43,41.06,0
1,1.36,98.39,0
9,0.13,82.52,1
10,1.59,28.93,0
6,1.17,36.85,0
0,0.32,6.61,0
6,0.47,17.09,0
10,1.0,84.7,1
2,1.21,26.01,0
3,0.81,63.44,0
5,1.99,96.88,0
1,1.5,23.61,0
9,0.15,18.85,1
9,0.51,13.94,1
7,0.37,66.14,1
7,0.46,36.5,1
9,1.32,90.23,0
6,1.77,32.79,0
10,0.69,44.07,1
5,1.28,56.29,0
5,1.82,1.77,0
8,1.36,58.29,0
10,1.32,18.48,0
0,0.42,57.16,1
0,0.55,87.74,1
9,1.48,38.64,0
3,0.5,35.2,1
4,1.88,47.56,0
10,0.99,87.05,1
7,1.98,95.66,0
7,0.99,95.68,1
9,1.31,95.3,0
0,1.6,26.45,0
5,0.7,84.44,1
4,0.92,39.94,0
6,1.94,63.96,0
10,1.57,79.35,0
2,1.29,1.58,0
5,0.31,7.61,1
1,0.99,26.61,0
8,1.07,89.38,0
2,1.58,13.47,0
9,1.35,33.52,0
5,0.33,61.59,1
1,0.12,18.4,1
4,0.86,11.25,0
2,0.83,66.68,0
7,1.48,74.21,0
4,1.6,66.44,0
8,1.37,7.21,0
8,1.8,66.47,0
3,1.27,11.64,0
4,0.51,55.53,1
7,0.29,10.98,1
3,1.34,17.76,0
6,1.84,61.87,0
10,1.79,47.11,0
10,0.53,9.6,1
6,1.81,69.39,0
1,1.14,57.74,0
6,0.99,92.25,0
0,1.22,81.32,0
5,0.4,99.1,1
7,1.61,9.22,0
2,0.41,92.78,1
4,0.6,50.11,1
9,1.78,81.29,0
10,0.79,86.71,0
7,1.34,10.04,0
2,0.35,87.36,0
3,0.75,26.23,0
8,1.83,64.45,0
9,0.32,13.4,1
5,1.55,38.41,0
0,0.5,34.96,0
3,1.87,56.15,0
6,0.15,48.71,1
7,1.01,44.11,0
7,1.93,93.27,0
1,0.66,34.6,0
9,0.51,43.8,1
9,0.35,20.7,1
3,1.03,27.65,0
3,1.2,74.05,0
8,1.29,71.13,0
5,0.19,46.03,1
5,1.53,31.25,0
9,0.88,82.22,1
4,0.68,92.4,1
2,1.81,50.97,0
10,0.29,56.13,1
2,0.22,63.55,0
6,1.87,42.74,0
10,0.94,81.15,1
2,1.71,10.14,0
8,1.63,57.9,0
5,0.55,48.55,1
5,0.9,2.75,0
8,0.6,52.96,1
6,1.06,49.46,0
9,1.57,39.07,0
1,1.59,82.74,0
3,1.74,28.04,0
